,VRM,VYM,VBM,IZM,INM
0,-0.5105014721249077,-0.05946989505566767,-0.30473049991529433,-0.0986684650367451,-0.21675323612006
1,-0.43058634381885963,-0.05946989505566767,-0.20332912172215956,-0.0986684650367451,-0.2265116238971674
2,-0.5904166004309558,-0.1071370720773261,-0.30473049991529433,-0.0986684650367451,-0.21675323612006
3,-0.7502468570430519,-0.15485841634560008,-0.5075332563015639,-0.12782583381163226,-0.21675323612006
4,-0.7502468570430519,-0.17863783760981375,-0.6088194056558428,-0.0986684650367451,-0.20699484834295262
5,-0.7502468570430519,-0.17863783760981375,-0.6088194056558428,-0.0986684650367451,-0.19723646056584523
6,-0.7502468570430519,-0.17863783760981375,-0.6088194056558428,-0.0986684650367451,-0.20699484834295262
7,-0.7502468570430519,-0.17863783760981375,-0.6088194056558428,-0.0986684650367451,-0.20699484834295262
8,-0.6703317287370039,-0.17863783760981375,-0.5075332563015639,-0.12782583381163226,-0.20699484834295262
9,-0.7502468570430519,-0.17863783760981375,-0.6088194056558428,-0.12782583381163226,-0.20699484834295262
10,-0.8302527979949023,-0.2025255933672585,-0.8116221620421123,-0.0986684650367451,-0.20699484834295262
11,-0.910077113655148,-0.2263591818780877,-0.9130235402352471,-0.0986684650367451,-0.19723646056584523
12,-0.910077113655148,-0.2263591818780877,-0.9130235402352471,-0.0986684650367451,-0.18747807278873785
13,-0.910077113655148,-0.2025255933672585,-0.9130235402352471,-0.0986684650367451,-0.15820290945741566
14,-0.910077113655148,-0.2025255933672585,-1.0144249184283818,-0.0986684650367451,-0.10941097057187874
15,-0.910077113655148,-0.2263591818780877,-1.1158262966215167,-0.0986684650367451,-0.07037741946344919
16,-0.9899922419611961,-0.2263591818780877,-1.1158262966215167,-0.0986684650367451,-0.06061903168634181
17,-0.9899922419611961,-0.2263591818780877,-1.1158262966215167,-0.0986684650367451,-0.06061903168634181
18,-0.9899922419611961,-0.2263591818780877,-1.2172276748146513,-0.0986684650367451,-0.06061903168634181
19,-0.9899922419611961,-0.2263591818780877,-1.1158262966215167,-0.0986684650367451,-0.06061903168634181
20,-0.910077113655148,-0.2263591818780877,-1.1158262966215167,-0.0986684650367451,-0.06061903168634181
21,-0.910077113655148,-0.2263591818780877,-1.1158262966215167,-0.0986684650367451,-0.06061903168634181
22,-0.9899922419611961,-0.2263591818780877,-1.2172276748146513,-0.06951109626185797,-0.07037741946344919
23,-0.9899922419611961,-0.2263591818780877,-1.2172276748146513,-0.06951109626185797,-0.06061903168634181
24,-0.8302527979949023,-0.2025255933672585,-1.0144249184283818,-0.0986684650367451,-0.03134386835501964
